article_id,title,author_name,author_ids,journal,publisher,abstract,source_ori,pdf_ori,pdf_garuda,doi
1348503,BINGKAI BERITA KUNJUNGAN KERJA KOMISI A DPRD JATIM KE BELANDA TERKAIT HARI JADI JATIM DALAM LEMBAGA PENYIARAN PUBLIK (LPP) TVRI JATIM DAN LEMBAGA PENYIARAN SWASTA (LPS) LOKAL JTV SURABAYA,"Melissa, Melissa|Hadi, Ido Prijana|Krisdinanto, Nanang",319459|2800803|300035,"Scriptura Vol 3, No 1 (2009): JANUARI 2009",Institute of Research and Community Outreach - Petra Christian University,"Media construct and make sense of the reality it serves to its audiences. Reality-construction and sense-making are influenced by internal (reporters, media organization) and external factors (sources, advertisers, others). Thus, news is a product of constructed reality. News is not something that is already out-there for the media to present to its audiences. Media chooses, selects, put emphasis on some details and facts, while (purposedly) overlooks others. The selection and emphasise are called framing. Framing enables the complex, disorganized realities, to be changed into organized, simple, and sensible realities. In this research, the news the A-Committeeâ€™s excursion to Netherlands in relation to East Javaâ€™s centenary in Public Service Broadcasting TVRI Jatim and Commercial (Private) Broadcast JTV are explored. Since the research intends to see how the media presents, exnominates, and puts emphasis on facts and details to make sense of the reality, this research uses Zhongdang Pan and Gerald M. Kosickiâ€™s framing analysis method. Hence, it was found, TVRI frames reality from the governmentâ€™s point of view, while JTV frames the reality from the watchdog roleâ€™s point of view. The differences lays in historical, legal, and influences on media content. Thus, it was found that either public or commercial broadcasts television produce news according to their bias and interests that are seen through their newsframes.",,,,https://doi.org/10.9744/scriptura.3.1.48-68
440497,Studi Kesiapan Lembaga Penyiaran Terhadap Penerapam Sistem Penyiaran Berteknologi Digital di Yogyakarta,Panji Dwi Ashrianto,3263120,"Jurnal Ilmu Komunikasi Vol 13, No 2 (2015)","Univeritas Pembangunan Nasional ""Veteran"" Yogyakarta",,,,,https://doi.org/10.31315/jik.v13i2.1456
461808,Public Broadcasting Institutions as Border Broadcast Media: Study at Radio Republik Indonesia Stasiun Kupang (Lembaga Penyiaran Publik sebagai Media Penyiaran Perbatasan: Studi pada Radio Republik Indonesia Stasiun Kupang),Yayat D. Hadiyat,3256512,"Jurnal Pekommas Vol 1, No 1 (2016): April 2016",BBPSDMP KOMINFO MAKASSAR,"Law no. 32 Year 2002 on Broadcasting Radio Republik Indonesia set into public service broadcasters. One function of RRI as public broadcasting is a safety belt information. During this time, private broadcasters failed to give attention to the border region so expect RRI as public broadcasting can overcome the information gaps that exist in the border region through an on air program and off air program. The research aims to look RRI Kupang role in disseminating information about the border and the problems experienced in performing the task. This study is a descriptive-qualitative whereas the data collection methods used were interviews. The results showed that RRI Kupang station has been carrying out its role as a medium of the border through some broadcast programs related to the border. The problems experienced by RRI Kupang station is an institutional problem for all companies fold under the auspices of the Ministry of Finance. This problem then make a narrow space for RRI in creativity in the program as well as an increase in human resources.Hadirnya UU No. 32 Tahun 2002 tentang Penyiaran menetapkan Radio Republik Indonesia menjadi lembaga penyiaran publik. Salah satu fungsi RRI sebagai lembaga penyiaran publik adalah sebagai sabuk pengaman informasi (safety belt information). Selama ini, lembaga penyiaran swasta kurang memberikan perhatian pada wilayah perbatasan sehingga diharapkan RRI sebagai lembaga penyiaran publik dapat  mengatasi kesenjangan informasi yang ada di wilayah perbatasan melalui program on air maupun off air. Penelitian bertujuan melihat peran RRI Kupang dalam menyebarkan informasi perbatasan serta permasalahan yang dialami dalam menjalankan tugas tersebut. Penelitian ini merupakan penelitian deskriptif-kualitatif sedangkan metode pengumpulan data yang digunakan adalah wawancara. Hasil penelitian menunjukkan bahwa RRI stasiun Kupang telah menjalankan perannya sebagai media perbatasan melalui beberapa program siaran terkait dengan perbatasan. Adapun masalah yang dialami oleh RRI stasiun Kupang adalah persoalan kelembagaan karena semua perusahaan jawatan berada dalam naungan Kementerian Keuangan. Masalah ini kemudian membuat sempit ruang gerak RRI dalam berkreatifitas dalam program maupun peningkatan sumber daya manusia.",,,,https://doi.org/10.30818/jpkm.2016.2010102
525937,Peran Pemerintah Daerah Dalam Penyiaran Di Kawasan Perbatasan (Studi Terhadap Penyelenggaraan Penyiaran di Provinsi Kepri),"Taufiqqurrachman, Taufiqqurrachman",640333,"Jurnal Selat  Vol 2 No 2 (2015): ""Kemaritiman & Perbatasan""",Program Studi Ilmu Hukum Universitas Maritim Raja Ali Haji,"Basically, broadcasting carries a noble mission that is the fulfillment of human rights in the information field. because as the mass media, broadcasting is able to disseminate information to the public. On the other hand, broadcasters also carry the interests of nation and state. At this point, based on the perspective of media development, it is required a system that can create a partnership between the government and the broadcasting. This article tries to present a juridical studies on the role of Kepriprovincial government toward broadcasting in border area. This article found that broadcasting in border areas Kepri faced with major challenges, namely the limited quality of community resources. but broadcasters have not been able to provide solutions significantly. This is caused by several things, namely broadcasting industry growth imbalances that have triggered the information gap. At the same time communities living in this border region are exposed by broadcasts of foreign broadcasters that are free to air. As a result, national identity crisis that hit society has reached the stage of concern. In accordance with the principle of autonomy, the local government has a position as a regulator and facilitator so that it can play a strategic role to address these issues. As a facilitator, Kepri provincial government has established a local public broadcasters. But due to the limitations of its coverage, the broadcasters have not been able to deliver the expected solution to the problem of information gap and the crisis of national identity. Keywords: Broadcasting in Border Regions, System / Broadcasting Policy",,,http://download.garuda.kemdikbud.go.id/article.php?article=525937&val=10756&title=Peran Pemerintah Daerah Dalam Penyiaran Di Kawasan Perbatasan Studi Terhadap Penyelenggaraan Penyiaran di Provinsi Kepri,
562344,Komisi Penyiaran Dalam Kajian Sosiologi Komunikasi (Studi Kasus Komisi Penyiaran Indonesia Daerah Jawa Timur),Teguh Hidayatul Rachmad,3057308,"DIMENSI - Jurnal Sosiologi Vol 9, No 2 (2016): November",DIMENSI - Journal of Sociology,"Broadcasting frequencies to produce television and radio stations among the social development of society. Many hunters feel the information and radio messages telelvisi only is the right of citizens who have high capital capital. People who are in the islands is far from informasi. Information spread society must be accommodated properly by the role of the broadcasting commission (especially the Indonesian Broadcasting Commission of East Java) as an autonomous body of regulation, so comes the equilibrium (balance) in the interaction between the individual or group-group man in public life. Broadcast content should be me-represent local culture, especially the culture of the people of East Java. The effort to keep the local culture from the onslaught of globalization is still serving or broadcast noble culture of East Java through the broadcast media for the next generation of Indonesia.",,,,
562368,Komisi Penyiaran Dalam Kajian Sosiologi Komunikasi: Studi Kasus Komisi Penyiaran Indonesia Daerah Jawa Timur,Teguh Hidayatul Rachmad,3057308,"DIMENSI - Jurnal Sosiologi Vol 10, No 1 (2017): Juni",DIMENSI - Journal of Sociology,"Broadcasting frequencies to produce television and radio stations among the social development of society. Many hunters feel the information and radio messages telelvisi only is the right of citizens who have high capital capital. People who are in the islands is far from informasi. Information spread society must be accommodated properly by the role of the broadcasting commission (especially the Indonesian Broadcasting Commission of East Java) as an autonomous body of regulation, so comes the equilibrium (balance) in the interaction between the individual or group -group man in public life. Broadcast content should be me-represent local culture, especially the culture of the people of East Java. The effort to keep the local culture from the onslaught of globalization is still serving or broadcast noble culture of East Java through the broadcast media for the next generation of Indonesia.",,,,
635716,PENGAWASAN KOMISI PENYIARAN INDONESIA DAERAH RIAU TERHADAP PENYELENGGARAAN PENYIARAN TV KABEL DI PEKANBARU TAHUN 2015-2016,"Satria Sambodo|Ishak """,5516320|205014,"Jurnal Online Mahasiswa (JOM) Bidang Ilmu Sosial dan Ilmu Politik Vol 4, No 2: WISUDA OKTOBER 2017",Fakultas Ilmu Sosial dan Ilmu Politik Universitas Riau,"The development of the broadcasting world in Indonesia, especially television, has become the attention of many circles. Many opinions of people who say that the world of television in Indonesia has forgotten the moral side, culture, and ethics of this nation. If in the rules of the Indonesian Broadcasting Commission it violates the Broadcast Program Standards (SPS). Indonesian Broadcasting Commission (KPI) is an independent state institution established through Law no. 32 of 2002 On broadcasting with the aim of organizing all matters concerning broadcasting in Indonesia. This Independent Institution consists of central KPI and KPID in areas whose duties are coordinative, national policy is determined by KPI and while the extension at the provincial level becomes the coverage of KPID.This research is descriptive by using qualitative approach that is research which exposes and explains problem to object which will be meticulously, research method is case study method because focus of research lies in phenomenon in real life. This study uses the theory of supervision, qualitative research methods descriptive this be an option in this study because the author wants to examine more deeply how KPID supervision of cable TV broadcasting in Pekanbaru by looking at the phenomenon or reality that occurred in the field. Based on the results of analysis of this study shows that in the supervision of broadcasting cable TV broadcasting is done directly by KPI and KPID as an institution that stands independently and has prerogative rights to revoke the broadcasting license if found irregularities, and the role of society is also emphasized because the community is asked as an extension of supervision and Not only serve as consumers only, the purpose of this is in order to get penyirenggaranya good and healthy penyiran in society.Keywords :Controling, Cable Television Broadcasting",,,,
636528,PELAKSANAAN WEWENANG KOMISI PENYIARAN INDONESIA DAERAH (KPID) PROVINSI RIAU BERDASARKAN UNDANG-UNDANG NOMOR 32 TAHUN 2002 TENTANG PENYIARAN,Arsy Rahma Nelly|Mexsasai Indra|Junaidi ',3226889|286859|3163951,"Jurnal Online Mahasiswa (JOM) Bidang Ilmu Hukum Vol 3, No 2 (2016): Wisuda Oktober 2016",Jurnal Online Mahasiswa (JOM) Bidang Ilmu Hukum,"In order to deliver information, entertainment, and other broadcasts were presented by television in its implementation until today there are still many broadcasts that do not meet broadcast standards, such as the scenes that are not worthy to be displayed and viewed by children. To oversee each of the broadcast, the state through Act No. 32 of 2002 on Broadcasting shall authorize the Indonesian Broadcasting Commission (KPI) contained in every region in Indonesia, namely the Regional Indonesian Broadcasting Commission (Commission). The purpose of this thesis, namely, first, how the authority of Regional Indonesian Broadcasting Commission (Commission) of Riau Province in Overseeing Broadcast Television by Act No. 32 of 2002 on Broadcasting, Second, what are the constraints and efforts faced by the Regional Indonesian Broadcasting Commission ( Commission) Riau Province in exercising its authority Oversee Television Broadcast by Act No. 32 of 2002 on Broadcasting.Regional Indonesian Broadcasting Commission (Commission) Riau is expected to improve its performance in monitoring television broadcasts, Second, Act No. 32 of 2002 on broadcasting should be revised due to impose administrative sanctions and exercised its powers Indonesian Broadcasting Commission (KPI) Central and Regional Indonesian Broadcasting Commission (broadcasting) Videos must be coordinated in advance to the Government that the Ministry of Communications and Inforrmasi in licensing broadcasting operators and termination of licenses broadcasters, it does not show as an independent institution and broadcasting regulator.Keywords: KPID - Implementation - Authorities",,,,
690804,IMPLEMENTASI KEWENANGAN KOMISI PENYIARAN INDONESIA DAERAH SULAWESI TENGAH MENURUT UNDANG-UNDANG NOMOR 32 TAHUN 2002 TENTANG PENYIARAN,"LAMAKARATE, MOH. ANDIKA DERMAWAN",753391,"Legal Opinion  Vol 4, No 4 (2016)",Faculty of Law Tadulako University,"Abstrak Proses demokratisasi di Indonesia menempatkan publik sebagai pemilik dan pengendali utama ranah penyiaran. Karena frekuensi adalah milik publik dan sifatnya terbatas, maka penggunaannya harus sebesar-besarnya bagi kepentingan publik. Sebesar-besarnya bagi kepentingan publik artinya adalah media penyiaran harus menjalankan fungsi pelayanan informasi publik yang sehat. Informasi terdiri dari bermacam-macam bentuk, mulai dari berita, hiburan, ilmu pengetahuan, dll. Dasar dari fungsi pelayanan informasi yang sehat adalah seperti yang tertuang dalam Undang-undang Penyiaran Nomor 32 Tahun 2002 yaitu Diversity of Content (prinsip keberagaman isi) dan Diversity of Ownership (prinsip keberagaman kepemilikan). Wewenang dan lingkup tugas komisi penyiaranÂ  Indonesia Daerah Sulawesi Tengah meliputi pengaturan penyiaran yang diselenggarakan oleh lembaga penyiaran publik, penyiaran swasta, dan lembaga penyiaran komunitas. Kata Kunci: Komisi Penyiaran Indonesia Daerah,Kewenangan,Undang-Undang Nomor 32 Tahun 2002.",,,,
744555,Kedudukan dan Kewenangan Komisi Penyiaran Indonesia Daerah (KPID) Atas Hak Publik dalam Penyelenggaraan Penyiaran di Provinsi Sulawesi Tengah,Irzha Friskanov,3970835,Lex Renaissance Vol 1 No 1 (2016): JANUARI 2016,Universitas Islam Indonesia,"The issue of Regulation No. 32 of 2002 about the Broadcasting has altered the process of broadcasting system in Indonesia. The most fundamental change in regulation is about limited transfer of authority to the KPI (Indonesia Broadcasting Committee). This research is to identify some issues: first, the role of KPID (local Indonesia broadcasting committee) in the Province of Central Sulawesi in terms of the broadcasting regulations to public. Second the status and the authority of the KPID in this province in monitoring and evaluating any programs broadcasted in accordance with the Regulation No. 32 of 2002 about Broadcasting.  This is a normative-descriptive research. The result of the research showed that first the KPID in the Province of Central Sulawesi has an important role in monitoring the program. In the context of democracy and community empowerment as the citizen, the existence of the strong regulation and pro-public interest are highly needed.  The fact reveals that the broadcasting institution is still marginal. In terms of legal perspective, there is an inconsistent interpretation towards the texts of law as there is no detail of sufficient regulation. Second, the status and the authority of KPID in the Province of Central Sulawesi is not the authority of the Constitution 1945 but the authority given by the Law no. 32 of 2002 on the Broadcasting. The KPID in the Province of Central Sulawesi in running its tasks refers to regulation.  Internally, KPID also has a drawback in running the monitoring of broadcasting system.  Keywords: KPID of central Sulawesi, broadcasting, authority of KPID",,,,https://doi.org/10.20885/JLR.vol1.iss1.art5
910751,STRATEGI KOMUNIKASI KOMISI PENYIARAN INDONESIA DAERAH (KPID) DALAM MENDORONG PENYIARAN PERBATASAN (Studi Kasus KPID KEPRI Periode 2011-2014),"Kusumaningtias, Intan Tri",3476000,"Media Bahasa, Sastra, dan Budaya Wahana  Vol 1, No 12 (2016): Volume 1 No 12., Ganjil, Tahun Akademik 2016/2017","Media Bahasa, Sastra, dan Budaya Wahana","AbstractIndonesia is a country that consist of many island. There are 12 island which in border to the neighboring countries. Which include Riau island Province (Kepri). Kepri is a wide range of area despite of the small population. The Population density is only located in Batam city, Karimun and Bintan island. Regions border has complex issue, causing a foreign broadcast entering the Riau Island Province, hence lack of interest for investors to organize the broadcast in maritime province.Strategy is the source used to help a management to achieve a goal. The purpose of this process is to achieve the goal that has been pointed. Meanwhile, management theory known as (POAC) intended to know the planning, organizing, actuating, controlling and evaluating.Studies show to use descriptive feature. Method used is the method of case study, which perform to approach the qualitative, that aims the result of observation and interview with few resources from Head of Commision Broadcast Region of Indonesia (KPID) Riau Island Province, Head of Sub Section(Kasubag) KPID Kepri, Director PT Radio Azam Mitra Umat.The conclusion from the studies communication strategy between KPI, KPID, KPIDP and institute involved and also military is encourage to join forces to spread the information in the border region, to protect the sovereignty and conserve culture  In Riau island province which is Melayu culture. Keyword: Communication strategy, Commision Broadcast Region of Indonesia, Region Border",,,http://download.garuda.kemdikbud.go.id/article.php?article=910751&val=14333&title=STRATEGI KOMUNIKASI KOMISI PENYIARAN INDONESIA DAERAH KPID DALAM MENDORONG PENYIARAN PERBATASAN Studi Kasus KPID KEPRI Periode 2011-2014,
