data_id,judul_singkat,judul_tentang,relasi_peraturan,regulasi_rujukan,regulasi_tentang
205035,PERBUP Kab. Semarang No. 13 Tahun 2021,Perubahan Kedua atas Peraturan Bupati Semarang Nomor 64 Tahun 2020 tentang Standar Harga Satuan dan Analisis Standar Belanja Pemerintah Kabupaten Semarang Tahun 2021,Diubah,PERBUP Kab. Semarang No. 45 Tahun 2021,Perubahan Ketiga atas Peraturan Bupati Semarang Nomor 64 Tahun 2020 Standar Harga Satuan dan Analisis Standar Belanja Pemerintah Kabupaten Semarang Tahun 2021
205035,PERBUP Kab. Semarang No. 13 Tahun 2021,Perubahan Kedua atas Peraturan Bupati Semarang Nomor 64 Tahun 2020 tentang Standar Harga Satuan dan Analisis Standar Belanja Pemerintah Kabupaten Semarang Tahun 2021,Mengubah,PERBUP Kab. Semarang No. 83 Tahun 2020,Perubahan atas Peraturan Bupati Semarang Nomor 64 Tahun 2020 Standar Harga Satuan dan Analisis Standar Belanja Pemerintah Kabupaten Semarang Tahun 2021
30636,PERDA Prov. Sulawesi Barat No. 6 Tahun 2016,Pembentukan dan Susunan Perangkat Daerah Provinsi Sulawesi Barat,Diubah sebagian,PERDA Prov. Sulawesi Barat No. 4 Tahun 2019,Perubahan atas Peraturan Daerah Provinsi Sulawesi Barat No 6 Tahun 2016 Tentang Pembentukan dan Susunan Perangkat Daerah Provinsi Sulawesi Barat
146283,PERDA Kab. Sukamara No. 1 Tahun 2020,Retribusi Jasa Umum,Mencabut,PERDA Kab. Sukamara No. 2 Tahun 2017,"Perubahan Kedua Atas Peraturan Daerah Nomor 9 Tahun 2010 Tentang Retribusi Jasa Umum
"
146283,PERDA Kab. Sukamara No. 1 Tahun 2020,Retribusi Jasa Umum,Mencabut,PERDA Kab. Sukamara No. 1 Tahun 2014,"Perubahan Atas Peraturan Daerah Nomor 9 Tahun 2010 Retribusi Jasa Umum
"
146283,PERDA Kab. Sukamara No. 1 Tahun 2020,Retribusi Jasa Umum,Mencabut,PERDA Kab. Sukamara No. 9 Tahun 2010,"Retribusi Jasa Umum
"
6031,PERDA Kota Yogyakarta No. 1 Tahun 2011,Pajak Daerah,Dicabut,PERDA Kota Yogyakarta No. 10 Tahun 2023,Pajak Daerah dan Retribusi Daerah
6031,PERDA Kota Yogyakarta No. 1 Tahun 2011,Pajak Daerah,Diubah,PERDA Kota Yogyakarta No. 5 Tahun 2018,Perubahan atas Peraturan Daerah No. 1 Tahun 2011 Pajak Daerah
311644,PERBUP Kab. Kayong Utara No. 71 Tahun 2022,Perubahan atas Peraturan Bupati Kayong Utara Nomor 34 Tahun 2022 tentang Standar Harga Satuan Tahun Anggaran 2023,Mengubah,Peraturan Bupati Kayong Utara No. 34 Tahun 2022 Tentang Standar Harga Satuan Tahun Anggaran 2023,
117485,PERMENDAGRI No. 13 Tahun 2006,Pedoman Pengelolaan Keuangan Daerah,Dicabut,PERMENDAGRI No. 77 Tahun 2020,Pedoman Teknis Pengelolaan Keuangan Daerah
117485,PERMENDAGRI No. 13 Tahun 2006,Pedoman Pengelolaan Keuangan Daerah,Diubah,PERMENDAGRI No. 21 Tahun 2011,Perubahan Kedua Atas Peraturan Menteri Dalam Negeri Nomor 13 Tahun 2006 Tentang Pedoman Pengelolaan Keuangan Daerah
117485,PERMENDAGRI No. 13 Tahun 2006,Pedoman Pengelolaan Keuangan Daerah,Diubah,PERMENDAGRI No. 59 Tahun 2007,Perubahan Atas Peraturan Menteri Dalam Negeri Nomor 13 Tahun 2006 Tentang Pedoman Pengelolaan Keuangan Daerah
209929,PERBUP Kab. Kayong Utara No. 24 Tahun 2021,Standar Harga Satuan Tahun Anggaran 2022,Dicabut,PERBUP Kab. Kayong Utara No. 34 Tahun 2022,Standar Harga Satuan Tahun Anggaran 2023
209929,PERBUP Kab. Kayong Utara No. 24 Tahun 2021,Standar Harga Satuan Tahun Anggaran 2022,Diubah,PERBUP Kab. Kayong Utara No. 6 Tahun 2022,Perubahan atas Peraturan Bupati Kayong Utara Nomor 24 Tahun 2021 Standar Harga Satuan Tahun Anggaran 2022
209929,PERBUP Kab. Kayong Utara No. 24 Tahun 2021,Standar Harga Satuan Tahun Anggaran 2022,Diubah,PERBUP Kab. Kayong Utara No. 35 Tahun 2022,Perubahan Kedua atas Peraturan Bupati Kayong Utara Nomor 24 Tahun 2021 Standar Harga Satuan Tahun Anggaran 2022
245228,PMK No. 137/PMK.011/2008,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 tentang Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Dicabut,PMK No. 121/PMK.011/2013,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenai Pajak Penjualan atas Barang Mewah
245228,PMK No. 137/PMK.011/2008,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 tentang Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Diubah,PMK No. 103/PMK.03/2009,Perubahan Ketiga atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah
245228,PMK No. 137/PMK.011/2008,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 tentang Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Mengubah,PMK No. 35/PMK.03/2008,Perubahan atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Ats Barang Mewah
245228,PMK No. 137/PMK.011/2008,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 620/PMK.03/2004 tentang Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah,Mengubah,PMK No. 620/PMK.03/2004,Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor yang Dikenakan Pajak Penjualan atas Barang Mewah
2788,PERDA Kab. Gunungkidul No. 3 Tahun 2011,Pajak Daerah,Dicabut,PERDA Kab. Gunungkidul No. 6 Tahun 2017,Pajak Daerah
272596,PERWALI Kota Banjarmasin No. 23 Tahun 2016,Petunjuk Teknis Pelaksana Penyelenggaraan Reklame,Diubah,PERWALI Kota Banjarmasin No. 54 Tahun 2021,Perubahan atas Peraturan Wali Kota Banjarmasin Nomor 23 Tahun 2016 Petunjuk Teknis Pelaksana Penyelenggaraan Reklame
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Dicabut sebagian,PMK No. 75/PMK.05/2022,"Petunjuk Teknis Pelaksanaan Pemberian Tunjangan Hari Raya dan Gaji Ketiga Belas kepada Aparatur Negara, Pensiunan, Penerima Pensiun, dan Penerima Tunjangan Tahun 2022 yang Bersumber dari Anggaran Pendapatan dan Belanja Negara
"
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Diubah,PMK No. 202/PMK.05/2022,Perubahan atas Peraturan Menteri Keuangan Nomor 129/PMK.05/2020 Pedoman Pengelolaan Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 79/PMK.05/2019,"Pemberian Tunjangan Hari Raya Kepada Pejabat Pengelola, Dewan Pengawas, Sekretaris Dewan Pengawas, Dan Pegawai Badan Layanan Umum"
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 82/PMK.05/2018,Pengelolaan Kas dan Investasi Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 42/PMK.05/2018,Perubahan Atas Peraturan Menteri Keuangan Nomor 77/PMK.05/2009 Tentang Pengelolaan Pinjaman Pada Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 98/PMK.05/2017,Penarikan Dan Pengembalian Dana Pada Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 200/PMK.05/2017,Sistem Pengendalian Intern Pada Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 176/PMK.05/2017,Pedoman Remunerasi Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 95/PMK.05/2016,Dewan Pengawas Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 180/PMK.05/2016,"Penetapan Dan Pencabutan Penerapan Pola Pengelolaan Keuangan Badan Layanan Umum Pada Satuan Kerja
"
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 136/PMK.05/2016,Pengelolaan Aset Pada Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 100/PMK.05/2016,Pedoman Umum Penyusunan Tarif Layanan Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 92/PMK.05/2011,Rencana Bisnis dan Anggaran Serta Pelaksanaan Anggaran Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 77/PMK.05/2009,Pengelolaan Pinjaman Pada Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 230/PMK.05/2009,Penghapusan Piutang Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 217/PMK.05/2009,Pedoman Pemberian Bonus atas Prestasi Bagi Rumah Sakit Eks-Perjan yang Menerapkan Pengelolaan Keuangan Badan Layanan Umum
138516,PMK No. 129/PMK.05/2020,Pedoman Pengelolaan Badan Layanan Umum,Mencabut,PMK No. 8/PMK.02/2006,Kewenangan Pengadaan Barang/Jasa pada Badan Layanan Umum
253836,PERWALI Kota Magelang No. 14 Tahun 2020,Perubahan Kedua atas Peraturan Walikota Magelang Nomor 31 Tahun 2019 tentang Standar Biaya Kota Magelang Tahun 2020-2021,Mengubah,Peraturan Walikota Magelang No. 31 Tahun 2019,Standar Biaya Kota Magelang Tahun 2020-2021
209374,PMK No. 26/PMK.010/2022,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,Diubah sebagian,PMK No. 10 Tahun 2024,Perubahan Atas Peraturan Menteri Keuangan Nomor 26/PMK.010/2022 Penetapan Sistem Klasifikasi Barang Dan Pembebanan Tarif Bea Masuk Atas Barang Impor
209374,PMK No. 26/PMK.010/2022,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,Mencabut,PMK No. 13/PMK.010/2022,Perubahaan Keempat Atas Peraturan Menteri Keuangan Nomor 6/PMK.010/2017 Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor
209374,PMK No. 26/PMK.010/2022,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,Mencabut,PMK No. 17/PMK.010/2020,Perubahan Ketiga Atas Peraturan Menteri Keuangan Nomor 6/PMK.010/2017 Tentang Penetapan Sistem Klasifikasi Barang Dan Pembebanan Tarif Bea Masuk Atas Barang Impor
209374,PMK No. 26/PMK.010/2022,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,Mencabut,PMK No. 17/PMK.010/2018,Perubahan Kedua Atas Peraturan Menteri Keuangan Nomor 6/PMK.010/2017 Tentang Penetapan Sistem Klasifikasi Barang Dan Pembebanan Tarif Bea Masuk Atas Barang Impor
209374,PMK No. 26/PMK.010/2022,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,Mencabut,PMK No. 6/PMK.010/2017,Penetapan Sistem Klasifikasi Barang Dan Pembebanan Tarif Bea Masuk Atas Barang Impor
209374,PMK No. 26/PMK.010/2022,Penetapan Sistem Klasifikasi Barang dan Pembebanan Tarif Bea Masuk atas Barang Impor,Mencabut,PMK No. 213/PMK.010/2017,Perubahan Atas Peraturan Menteri Keuangan Nomor 6/PMK.010/2017 Tentang Penetapan Sistem Klasifikasi Barang Dan Pembebanan Tarif Bea Masuk Atas Barang Impor
262353,PERBUP Kab. Kebumen No. 59 Tahun 2020,"Perubahan Kedua Atas Peraturan Bupati Kebumen Nomor 51 Tahun 2019 Tentang Standarisasi Biaya Umum Kegiatan, Honorarium, Harga Pengadaan Barang/jasa, Biaya Pemeliharaan dan Biaya Sewa Pemerintah Kabupaten Kebumen Tahun Anggaran 2020",Mengubah,"Peraturan Bupati Kebumen No. 51 Tahun 2019 Tentang Standarisasi Biaya Umum Kegiatan, Honorarium, Harga Pengadaan Barang/jasa, Biaya Pemeliharaan dan Biaya Sewa Pemerintah Kabupaten Kebumen Tahun Anggaran 2020",
148565,PERBUP Kab. Seram Bagian Timur No. 25 Tahun 2019,"Perubahan Kedua Atas Peraturan Bupati Seram Bagian Timur Nomor 23 Tahun 2018 tentang Penjabaran Anggaran Pendapatan dan Belanja Daerah Kabupaten Seram Bagian
Timur Tahun Anggaran 2019.",Mengubah,PERBUP Kab. Seram Bagian Timur No. 23 Tahun 2018,Penjabaran Anggaran Pendapatan dan Belanja Daerah Tahun Anggaran 2019
103550,PMK No. 25/PMK.010/2017,Penetapan Tarif Bea Masuk Dalam Rangka ASEAN Trade In Goods Agreement,Dicabut,PMK No. 43/PMK.010/2022,Penetapan Tarif Bea Masuk dalam rangka Persetujuan Perdagangan Barang Antar Negara-Negara Anggota Perhimpunan Bangsa-Bangsa Asia Tenggara (ASEAN Trade in Goods Agreement)
103550,PMK No. 25/PMK.010/2017,Penetapan Tarif Bea Masuk Dalam Rangka ASEAN Trade In Goods Agreement,Mencabut,PMK No. 208/PMK.011/2012,Penetapan Tarif Bea Masuk dalam Rangka Asean Trade In Goods Agreement (ATIGA)
271601,PERBUP Kab. Kebumen No. 39 Tahun 2022,Perubahan Kedua atas Peraturan Bupati Kebumen Nomor 53 Tahun 2021 tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2022,Mengubah,PERBUP Kab. Kebumen No. 37 Tahun 2022,"Perubahan atas Peraturan Bupati Kebumen Nomor 53 Tahun 2021 Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumenn Tahun Anggaran 2022
"
213512,PERBUP Kab. Kebumen No. 37 Tahun 2022,Perubahan atas Peraturan Bupati Kebumen Nomor 53 Tahun 2021 tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumenn Tahun Anggaran 2022,Diubah,PERBUP Kab. Kebumen No. 39 Tahun 2022,"Perubahan Kedua atas Peraturan Bupati Kebumen Nomor 53 Tahun 2021 Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2022
"
213512,PERBUP Kab. Kebumen No. 37 Tahun 2022,Perubahan atas Peraturan Bupati Kebumen Nomor 53 Tahun 2021 tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumenn Tahun Anggaran 2022,Mengubah,"Peraturan Bupati Kebumen
No. 53 Tahun 2021","Standar Harga Satuan Daerah Pemerintah
Kabupaten Kebumen Tahun Anggaran 2022"
273939,PERWALI Kota Padang Panjang No. 19 Tahun 2021,Perubahan Kedua atas Peraturan Walikota Padang Panjang Nomor 56 Tahun 2020 tentang Standar Biaya Kota Padang Panjang Tahun Anggaran 2021,Mengubah,Peraturan Walikota Padang Panjang No. 56 Tahun 2020,
211583,PERBUP Kab. Pemalang No. 13 Tahun 2022,"Perubahan atas Peraturan Bupati Pemalang Nomor 35 Tahun 2021 tentang Standar Satuan Harga Kegiatan, Pengadaan Barang/Jasa, Pemeliharaan dan Honorarium di Lingkungan Pemerintah Kabupaten Pemalang Tahun 2022",Mengubah,Peraturan Bupati No. 35 Tahun 2021,"Standar Satuan Harga Kegiatan, Pengadaan Barang/Jasa, Pemeliharaan dan Honorarium di Lingkungan Pemerintah Kabupaten Pemalang Tahun 2022"
179638,PERGUB Prov. Kalimantan Timur No. 60 Tahun 2018,Perubahan atas Peraturan Gubernur Nomor 30 Tahun 2018 tentang Penyelenggaraan Pelayanan Terpadu Satu Pintu,Diubah,PERGUB Prov. Kalimantan Timur No. 72 Tahun 2020,Perubahan Keempat Atas Peraturan Gubernur Kalimantan Timur Nomor 30 Tahun 2018 Tentang Penyelenggaraan Pelayanan Terpadu Satu Pintu
179638,PERGUB Prov. Kalimantan Timur No. 60 Tahun 2018,Perubahan atas Peraturan Gubernur Nomor 30 Tahun 2018 tentang Penyelenggaraan Pelayanan Terpadu Satu Pintu,Mengubah,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,"Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
7591,PERWALI Kota Yogyakarta No. 23 Tahun 2016,Petunjuk Pelaksanaan Peraturan Daerah Kota Yogyakarta No. 2 Tahun 2015 tentang Penyelenggaraan Reklame,Dicabut,PERWALI Kota Yogyakarta No. 32 Tahun 2023,Peraturan Pelaksanaan Peraturan Daerah Kota Yogyakarta Nomor 6 Tahun 2022 Tentang Reklame
184690,PERBUP Kab. Boyolali No. 70 Tahun 2020,"Penjabaran Perubahan Anggaran
Pendapatan dan Belanja Daerah Kabupaten Boyolali
Tahun Anggaran 2020",Mengubah,Peraturan Bupati Boyolali No. 58 Tahun 2020,
211098,PERBUP Kab. Maluku Tenggara No. 58 Tahun 2021,Perubahan Kedua Atas Peraturan Bupati Nomor 55 Tahun 2019 tentang Kebijakan Akuntansi Berbasis Akrual Pemerintah Kabupaten Maluku Tenggara.,Mengubah sebagian,PERBUP Kab. Maluku Tenggara No. 55 Tahun 2019,Kebijakan Akuntansi Berbasis Akrual Pemerintah Kabupaten Maluku Tenggara.
147919,PERWALI Kota Singkawang No. 6 Tahun 2020,"KEDUDUKAN, SUSUNAN ORGANISASI, TUGAS DAN FUNGSI SERTA TATA KERJA DINAS KOMUNIKASI DAN INFORMATIKA",Dicabut,PERWALI Kota Singkawang No. 14 Tahun 2021,"KEDUDUKAN, SUSUNAN ORGANISASI, TUGAS, FUNGSI DAN URAIAN TUGAS SERTA TATA KERJA DINAS KOMUNIKASI DAN INFORMATIKA KOTA SINGKAWANG"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Diubah,PERGUB Prov. Kalimantan Timur No. 72 Tahun 2020,"Perubahan Keempat Atas Peraturan Gubernur Kalimantan Timur Nomor 30 Tahun 2018 Tentang Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Diubah,PERGUB Prov. Kalimantan Timur No. 23 Tahun 2020,"Perubahan Ketiga atas Peraturan Gubernur Kalimantan Timur Nomor 30 Tahun 2018 Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Diubah,PERGUB Prov. Kalimantan Timur No. 48 Tahun 2019,"Perubahan Kedua atas Peraturan Gubernur Kalimantan Timur Nomor 30 Tahun 2018 Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Diubah,PERGUB Prov. Kalimantan Timur No. 60 Tahun 2018,"Perubahan atas Peraturan Gubernur Nomor 30 Tahun 2018 Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Mencabut,PERGUB Prov. Kalimantan Timur No. 25 Tahun 2016,"Perubahan Kedua Atas Peraturan Gubernur Kalimantan Timur Nomor 48 Tahun 2015 Tentang Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Mencabut,PERGUB Prov. Kalimantan Timur No. 10 Tahun 2016,"Perubahan Atas Peraturan Gubernur Kalimantan Timur Nomor 48 Tahun 2015 Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
179590,PERGUB Prov. Kalimantan Timur No. 30 Tahun 2018,Penyelenggaraan Pelayanan Terpadu Satu Pintu,Mencabut,PERGUB Prov. Kalimantan Timur No. 48 Tahun 2015,"Penyelenggaraan Pelayanan Terpadu Satu Pintu
"
209689,PERBUP Kab. Pemalang No. 12 Tahun 2022,"Perubahan atas Peraturan Bupati Pemalang Nomor 35 Tahun 2021 tentang Standar Satuan Harga Kegiatan, Pengadaan Barang/Jasa, Pemeliharaan dan Honorarium di Lingkungan Pemerintah Kabupaten Pemalang Tahun 2022",Mengubah,Peraturan Bupati Pemalang No. 35 Tahun 2021,"
Standar Satuan Harga Kegiatan, Pengadaan Barang/Jasa, Pemeliharaan dan 
Honorarium di Lingkungan Pemerintah Kabupaten Pemalang 2022"
214950,PERBUP Kab. Penajam Paser Utara No. 1 Tahun 2022,STANDAR HARGA SATUAN BARANG DAN JASA DI LINGKUNGAN PEMERINTAH DAERAH TAHUN ANGGARAN 2022,Diubah,PERBUP Kab. Penajam Paser Utara No. 43 Tahun 2022,"Perubahan atas Peraturan Bupati Nomor 1 Tahun 2022 Standar Harga Satuan Barang dan Jasa di Lingkungan Pemerintah Daerah Tahun Anggaran 2022
"
251366,PERDA Kab. Simalungun No. 8 Tahun 2004,"Pencabutan Peraturan Daerah Kabupaten Simalungun Nomor 33 Tahun 2001 tentang Retribusi Usaha Media Film Video dan Sejenisnya, Media Luar Ruang, Media Elektronik dan Media Baru",Dicabut,Peraturan Daerah Kabupaten Simalungun No. 33 Tahun 2001,
262351,PERBUP Kab. Kebumen No. 71 Tahun 2020,Perubahan Atas Peraturan Bupati Kebumen Nomor 53 Tahun 2020 Tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2021,Diubah,PERBUP Kab. Kebumen No. 51 Tahun 2021,Perubahan Ketiga Atas Peraturan Bupati Kebumen Nomor 53 Tahun 2020 Tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2021
262351,PERBUP Kab. Kebumen No. 71 Tahun 2020,Perubahan Atas Peraturan Bupati Kebumen Nomor 53 Tahun 2020 Tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2021,Diubah,PERBUP Kab. Kebumen No. 15 Tahun 2021,Perubahan Kedua Atas Peraturan Bupati Kebumen Nomor 53 Tahun 2020 Tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2021
262351,PERBUP Kab. Kebumen No. 71 Tahun 2020,Perubahan Atas Peraturan Bupati Kebumen Nomor 53 Tahun 2020 Tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2021,Mengubah,Peraturan Bupati Kebumen No. 53 Tahun 2020 Tentang Standar Harga Satuan Daerah Pemerintah Kabupaten Kebumen Tahun Anggaran 2021,
288734,PERBUP Kab. Kebumen No. 24 Tahun 2019,"Perubahan atas Peraturan Bupati Kebumen Nomor 43 Tahun 2018 tentang Standarisasi Biaya Umum Kegiatan, Honorarium, Harga Pengadaan Barang/Jasa, Biaya Pemeliharaan dan Biaya Sewa Pemerintah  Kabupaten Kebumen Tahun Anggaran 2019",Mengubah,"Peraturan Bupati Kebumen No. 43 Tahun 2018 Tentang Standarisasi Biaya Umum Kegiatan, Honorarium, Harga Pengadaan Barang/Jasa, Biaya Pemeliharaan Dan Biaya Sewa Pemerintah Kabupaten Kebumen Tahun Anggaran 2019",
102938,PMK No. 18/PMK.010/2018,Penetapan Tarif Bea Masuk dalam Rangka Asean-Japan Comprehensive Economic Partnership,Dicabut,PMK No. 48/PMK.010/2022,Penetapan Tarif Bea Masuk dalam rangka Persetujuan Kemitraan Ekonomi Menyeluruh antar Negara-Negara Anggota Perhimpunan Bangsa-Bangsa Asia Tenggara dan Jepang (ASEAN-Japan Comprehensive Economic Partnership)
178677,PMK No. 152/PMK.010/2021,Penetapan Tarif Bea Masuk dalam rangka Persetujuan Kemitraan Ekonomi Komprehensif antara Republik Indonesia dan Negara-Negara EFTA,Dicabut,PMK No. 56/PMK.010/2022,Penetapan Tarif Bea Masuk dalam rangka Persetujuan Kemitraan Ekonomi Komprehensif antara Republik Indonesia dan Negara-Negara EFTA (Comprehensive Economic Partnership Agreement between The Republic of Indonesia and The EFTA States)
48550,PERBUP Kab. Pati No. 20 Tahun 2017,Perubahan Kedua Atas Peraturan Bupati Pati Nomor 83 Tahun 2016 Tentang Penjabaran Anggaran Pendapatan Dan Belanja Daerah Kabupaten Pati Tahun Anggaran 2017,Mengubah,PERBUP Kab. Pati No. 11 Tahun 2017,Perubahan atas Peraturan Bupati Pati Nomor 83 Tahun 2016 Penjabaran Anggaran Pendapatan dan Belanja Daerah Kabupaten Pati Tahun Anggaran 2017
58593,PERGUB Prov. Gorontalo No. 46 Tahun 2015,Penjabaran APBD Provinsi Gorontalo Tahun Anggaran 2016,Diubah,PERGUB Prov. Gorontalo No. 23 Tahun 2016,Perubahan Atas Peraturan Gubernur Gorontalo Nomor 46 Tahun 2015 Tentang Penjabaran Anggaran Pendapatan Dan Belanja Daerah Provinsi Gorontalo Tahun Anggaran 2016
258604,PERBUP Kab. Temanggung No. 15 Tahun 2020,Perubahan atas Peraturan Bupati Temanggung Nomor 70 Tahun 2019 tentang Standar Harga Satuan Tahun Anggaran 2020,Mengubah,Peraturan Bupati Temanggung No. 70 Tahun 2019,
305649,PERBUP Kab. Tegal No. 94 Tahun 2022,Perubahan Kedua Belas atas Peraturan Bupati Tegal Nomor 86 Tahun 2021 tentang Penjabaran Anggaran Pendapatan dan Belanja Daerah Kabupaten Tegal Tahun Anggaran 2022,Mengubah,PERBUP Kab. Tegal No. 79 Tahun 2022,Perubahan Kesembilan atas Peraturan Bupati Tegal Nomor 86 Tahun 2021 Penjabaran Anggaran Pendapatan dan Belanja Daerah Kabupaten Tegal Tahun Anggaran 2022
305649,PERBUP Kab. Tegal No. 94 Tahun 2022,Perubahan Kedua Belas atas Peraturan Bupati Tegal Nomor 86 Tahun 2021 tentang Penjabaran Anggaran Pendapatan dan Belanja Daerah Kabupaten Tegal Tahun Anggaran 2022,Mengubah,PERBUP Kab. Tegal No. 79 Tahun 2022,Perubahan Kesembilan atas Peraturan Bupati Tegal Nomor 86 Tahun 2021 Penjabaran Anggaran Pendapatan dan Belanja Daerah Kabupaten Tegal Tahun Anggaran 2022
